Price,Close,High,Low,Open,Volume
Ticker,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
Date,,,,,
2021-01-21,2600.011962890625,2696.3032409668026,2579.5762652377234,2610.1578369328895,5015712
2021-01-22,2485.4384765625,2650.2635423963484,2479.0733816239713,2632.220771994564,4945564
2021-01-25,2406.28076171875,2518.796295650666,2393.8854400236805,2500.9451442398035,3520087
2021-01-27,2332.24365234375,2416.8575006758306,2326.4527193181225,2416.8575006758306,2700415
2021-01-28,2337.125244140625,2348.8505932061325,2298.216322143951,2316.3546725328943,3035457
2021-01-29,2304.24609375,2377.6131699529415,2297.2107922250643,2350.8123773769826,2768673
2021-02-01,2342.9638671875,2362.059387170938,2275.1002843467695,2322.671883123842,1797359
2021-02-02,2358.135009765625,2412.0717066804345,2321.236242628809,2354.641427949948,2679428
2021-02-03,2348.562744140625,2396.6129196554375,2333.918213457023,2396.6129196554375,2409356
2021-02-04,2298.933837890625,2350.812470261308,2295.296540589013,2350.812470261308,3478562
2021-02-05,2274.95703125,2320.0875674274125,2269.2619083914533,2316.35469259493,3303319
2021-02-08,2313.339599609375,2330.6163549982593,2271.750318782797,2291.4681414604374,3666313
2021-02-09,2399.484375,2423.987814025118,2319.8475555364266,2328.318612925638,7178572
2021-02-10,2403.073974609375,2445.5722800531885,2368.99858830984,2420.6858302366004,4473123
2021-02-11,2398.1923828125,2431.2147884030132,2388.237896050267,2416.8093154592634,1446286
2021-02-12,2379.623779296875,2414.9433085280994,2358.6615865865197,2410.157451793006,1376085
2021-02-15,2351.53076171875,2409.6789224084473,2343.682003226736,2388.1425665974484,1634576
2021-02-16,2345.308837890625,2369.0946367501897,2318.2687502789895,2366.127312423477,1615849
2021-02-17,2285.8681640625,2349.903053526377,2279.981655026415,2331.6688965761323,3178784
2021-02-18,2364.930908203125,2373.401967390773,2292.664477536592,2320.183151465901,4253843
2021-02-19,2312.956298828125,2365.07422391604,2297.2108793295947,2365.07422391604,2244567
2021-02-22,2284.815673828125,2343.15521464543,2278.0675697941683,2324.729668125036,2002642
2021-02-23,2270.601318359375,2297.2107226334174,2215.851176206817,2273.2814442726526,3267268
2021-02-24,2260.216552734375,2306.160775337763,2246.672438568778,2271.367504954979,1708526
2021-02-25,2272.084716796875,2284.049354589381,2236.1428981313206,2273.2811805761253,2839515
2021-02-26,2179.67041015625,2258.9242395344218,2163.2071107405905,2237.914376501055,3933813
2021-03-01,2261.12548828125,2268.3998489196915,2201.4936780053617,2201.4936780053617,2545806
2021-03-02,2288.02197265625,2299.6517430975828,2257.9668900605225,2283.8105127954245,2033586
2021-03-03,2299.22119140625,2314.1529229443963,2274.0475403749524,2302.9540658696887,1591567
2021-03-04,2313.57861328125,2330.7118843784956,2249.352331946392,2278.067468098899,2149984
2021-03-05,2284.86328125,2320.0869916298857,2275.2915700197364,2296.2535241402716,1953642
2021-03-08,2280.65185546875,2310.1327762510095,2258.9720204643245,2280.9390535761986,1593838
2021-03-09,2318.938720703125,2339.3265148897367,2293.5257774972124,2297.210980251787,1800442
2021-03-10,2327.79248046875,2341.240782723724,2312.0949660779593,2341.240782723724,1056102
2021-03-12,2298.5029296875,2359.091673771451,2294.3391419011723,2338.177625308495,1279203
2021-03-15,2254.13818359375,2323.5810011245644,2242.700034452092,2299.651721043951,1524449
2021-03-16,2362.872802734375,2373.784460409285,2273.6165926806793,2277.3015614106157,4230564
2021-03-17,2319.177734375,2354.640971351123,2307.835396735813,2354.640971351123,1623187
2021-03-18,2301.56591796875,2363.1120691826386,2287.6390311052746,2363.1120691826386,1851739
2021-03-19,2307.978759765625,2329.7544017706714,2254.4729900269635,2290.5103876077305,3738079
2021-03-22,2321.81005859375,2333.679121303484,2287.6390945872076,2287.6390945872076,1489853
2021-03-23,2307.06982421875,2329.7068299598045,2295.4879590537025,2325.926050400761,1745466
2021-03-24,2338.895751953125,2364.212883666852,2306.782611189115,2307.069809288379,4132092
2021-03-25,2299.31689453125,2363.255985343025,2289.553793819569,2345.978996307464,2272545
2021-03-26,2397.857421875,2406.280575465785,2305.9213118545613,2321.1402409918473,3084607
2021-03-30,2467.635498046875,2472.804129554041,2413.5074147041964,2430.3537229306003,2332884
2021-03-31,2428.725830078125,2472.3250199606505,2422.6000285764044,2467.6349750938034,1616044
2021-04-01,2442.4619140625,2454.713753686615,2423.557780506025,2423.557780506025,1219588
