Price,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,
2021-01-21,210.78005981445312,214.3970913257392,209.12521407746044,213.5223842646497,31822754
2021-01-22,210.75636291503906,214.1919641092696,208.7187017844597,212.03583397199264,22797624
2021-01-25,207.2022705078125,213.7180651778695,206.20712806589438,210.9458878259358,14760338
2021-01-27,211.56195068359375,215.49511578633363,207.20228560214267,207.55769261003655,59180420
2021-01-28,204.6670379638672,212.5807728114595,202.48720550930156,210.04553336304775,29624870
2021-01-29,198.0327911376953,207.41554526041094,196.9191795687392,207.273373773697,31264842
2021-02-01,199.7387237548828,200.82863271435943,193.43617906277584,197.1797963784464,30163704
2021-02-02,202.9847869873047,206.39668550188753,200.75756400822664,202.81892749540773,26620996
2021-02-03,205.4252471923828,208.4817531947433,203.86146216792503,203.86146216792503,19795332
2021-02-04,203.71929931640625,207.03643147612016,202.9374067710691,205.42525589085454,14386598
2021-02-05,201.65794372558594,205.3778735445909,199.28856351749988,204.71444997863662,17358052
2021-02-08,206.27821350097656,207.4155274508382,202.01332957363826,203.93253601786907,25032680
2021-02-09,208.1974334716797,214.07349326102286,206.23085086972654,208.62391899981253,58949660
2021-02-10,208.03158569335938,210.4720444555388,206.13608149569777,209.45321384160556,21215470
2021-02-11,207.0838165283203,208.74238256458833,205.37785999870644,208.0315685490449,18474052
2021-02-12,209.45318603515625,212.86509892261034,208.31588655985402,208.5054340621465,38561668
2021-02-15,208.36328125,210.82742775255733,206.98902929220233,210.68527073835992,15689754
2021-02-16,207.3444366455078,212.2016656134173,205.56740165724824,211.34869460367182,24907596
2021-02-17,203.86146545410156,208.03156856090825,203.05587045182048,206.56255003639174,14780384
2021-02-18,205.16461181640625,206.91794426967218,203.45865539201588,203.90882889716443,16771472
2021-02-19,203.7429962158203,206.49147128827968,201.91857068562226,205.25939077038308,16957332
2021-02-22,198.411865234375,205.1172070070145,197.13239439001362,204.09837661101,21332174
2021-02-23,196.89549255371094,201.87119092149425,196.326835527059,198.88577768544383,17984706
2021-02-24,200.4969482421875,201.7764048274769,196.54008055746115,197.9380206100601,10120594
2021-02-25,199.64395141601562,203.2928023714035,199.24116838848065,200.496936886111,18220784
2021-02-26,194.4313201904297,198.95684474125986,193.3414111572507,198.0564832188666,23463882
2021-03-01,196.3742218017578,198.41189738550284,193.9100751495143,194.7630462096085,12843392
2021-03-02,203.95620727539062,205.23567813308722,198.19861733884872,198.88574325530547,29750468
2021-03-03,206.37301635742188,206.91797091358745,202.93741505181612,205.18832625204058,17564904
