Price,Close,High,Low,Open,Volume
Ticker,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
Date,,,,,
2021-01-21,69.74686431884766,73.79763270444033,69.15766501602437,72.9506583554397,26939349
2021-01-22,68.31068420410156,70.29924095756151,68.12655837066733,69.67321424770002,27311961
2021-01-25,67.2795639038086,69.04717264739661,66.28528574150074,68.53162267259204,28522112
2021-01-27,66.06433868408203,67.57417258065257,65.47513946081763,67.31639756928227,34022621
2021-01-28,66.76403045654297,67.31640797446406,65.4015003694859,65.54879879330166,26810222
2021-01-29,65.03324127197266,68.45797699713465,64.62816222407815,66.83767204370476,33858273
2021-02-01,66.91132354736328,67.16909857803287,65.14371450708363,65.54879356890316,24228098
2021-02-02,68.38432312011719,69.19447554146481,67.16909167855891,68.12654811592571,22141489
2021-02-03,68.7525863647461,70.18877126380409,68.49481131693813,69.67321554911354,25912911
2021-02-04,71.91954040527344,72.6192162151697,69.23130253412309,69.41542833873511,49670027
2021-02-05,71.91954040527344,73.61349443625994,71.29351379340727,72.87699121781182,30514219
2021-02-08,73.3925552368164,74.23953515872411,72.98747617270752,73.28207861759815,29096831
2021-02-09,74.3868408203125,76.11762262647511,73.50303901859218,73.50303901859218,39638657
2021-02-10,73.65032958984375,75.49158782958985,72.6192238517711,75.12333618164062,21467230
2021-02-11,73.24525451660156,73.9081086428077,72.84018105325164,73.65033359902601,11287104
2021-02-12,71.44082641601562,73.20843561610313,71.10940214934442,72.84018393354634,18187705
2021-02-15,72.50875091552734,73.0979558297953,70.40971753944385,71.4408233298755,26118576
2021-02-16,76.4122085571289,77.2223609698235,73.09794408959078,73.09794408959078,76236798
2021-02-17,76.59950256347656,77.53592680019388,75.51325273507646,76.4122177161331,21014091
2021-02-18,82.92973327636719,86.52560485524481,77.42355956503857,77.68575722453416,110000964
2021-02-19,78.73455047607422,84.05343911885934,77.79812621799654,82.92973000916615,48225988
2021-02-22,79.63352966308594,81.31909350690542,78.88439017694394,79.333872725533,36592043
2021-02-23,84.0534439086914,85.70155412611463,81.9933104235227,82.21805454446054,90860972
2021-02-24,85.10223388671875,86.41322782423791,83.15447260835772,85.40189078696199,26071364
2021-02-25,89.1850357055664,90.27128540138305,86.41321687391273,86.9001585606675,62038881
2021-02-26,83.15447998046875,88.69811312226277,82.44279978034162,86.5256075472445,55154985
2021-03-01,87.68678283691406,88.13626540445806,85.0273352627673,85.62664916314657,41672980
2021-03-02,85.0273208618164,87.38711108609937,84.46546631867665,86.82525654295962,36303917
2021-03-03,85.40189361572266,86.75034685374193,84.80257979538517,85.43935287279882,19434630
2021-03-04,84.42800903320312,87.64931077523723,84.12835784225307,85.36443329362233,38272786
2021-03-05,86.11355590820312,88.58571775978403,85.0273062641479,87.08743923530567,57756103
2021-03-08,88.58573150634766,91.65720181505739,87.79913287274205,89.11012678509815,63866178
2021-03-09,87.46202850341797,89.55962119483124,85.55172066961373,89.44724913716976,26817643
