Price,Close,High,Low,Open,Volume
Ticker,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS
Date,,,,,
2021-01-21,842.0213623046875,850.7522645085751,839.1245410042422,844.5736167775073,1419540
2021-01-22,835.9994506835938,849.9109215487867,834.1173582869516,845.2389346676398,1965000
2021-01-25,827.7129516601562,841.2465533944277,818.9012319081075,838.9651836018937,2328720
2021-01-27,833.5518188476562,836.3844723926459,824.1483768126247,830.4553590666133,1328040
2021-01-28,826.4011840820312,832.6915151352191,817.6251450604353,830.3151124093765,1781100
2021-01-29,810.82861328125,830.2129466379583,806.1375966024916,826.2776097840818,2257760
2021-02-01,812.1451416015625,821.0803809867964,807.9769219624975,817.4825328091151,1688120
2021-02-02,817.0216064453125,824.611823542386,810.5672589026588,815.1085904672822,2605960
2021-02-03,815.8856811523438,821.7126258426724,810.4009245634903,817.4849957005406,2246500
2021-02-04,811.4940185546875,818.7633973987479,810.4697750504013,817.4777844038755,1842000
2021-02-05,813.4783935546875,815.9237215961052,808.119651046917,814.2055868182143,1961940
2021-02-08,818.3475341796875,821.5176763465737,812.7843962071721,816.5319879995595,2432140
2021-02-09,823.135986328125,832.2162116100133,815.1061124564094,818.0053120983525,2420240
2021-02-10,816.4060668945312,828.737253832691,812.0881614608495,824.1460272593489,2331520
2021-02-11,827.5704345703125,829.243431531657,815.106212688274,817.0025776029123,1307320
2021-02-12,821.9644775390625,832.644017708774,819.3836785920669,827.4682054915128,1090560
2021-02-15,830.7832641601562,832.0617990071859,820.241574064608,824.5642367370585,2202380
2021-02-16,818.3024291992188,838.6800836733175,814.5881393866965,834.3550420823445,4595480
2021-02-17,795.6767578125,803.2242160807577,777.0837830130408,803.2242160807577,11986860
2021-02-18,777.7823486328125,803.2241304279395,774.7072973949948,796.3800788965036,5021320
2021-02-19,778.33837890625,782.5350849099771,770.5699329190093,780.8858754697069,2605500
2021-02-22,765.02587890625,785.638795248538,761.618096276441,779.9853234917389,4298300
2021-02-23,768.5262451171875,772.5685083814702,760.5486451052939,766.6750181535613,2859960
2021-02-24,776.9007568359375,778.4145533243059,765.2017300578622,773.8993878363868,1686840
2021-02-25,765.8623657226562,778.1911158771817,765.2017187673171,774.9924869194439,3714260
2021-02-26,765.2777709960938,773.9658556332746,760.6342705919413,762.8490942703925,4537460
2021-03-01,774.3484497070312,777.9201899670801,765.2016779334333,771.665481745988,1814360
2021-03-02,787.8321533203125,789.9162631445694,774.220111594982,774.8023186571281,2461940
2021-03-03,793.6829223632812,794.6691063306458,786.4301362849044,793.956185481665,1857460
2021-03-04,791.9028930664062,794.096307943709,781.5987862459647,791.6533591991026,2599620
2021-03-05,797.65869140625,800.372525048456,782.1217385269563,784.9734221078891,2054820
2021-03-08,800.9642333984375,803.2241949184555,789.2984504622175,794.9091633396949,1836840
2021-03-09,803.7373657226562,805.5981075353238,791.8173510955166,803.7088790604581,1854340
2021-03-10,804.718994140625,807.9770334249347,797.7585003551487,805.5863580429761,1275760
2021-03-12,794.7855834960938,808.445142935528,791.3421779613462,806.8838299610948,1698280
2021-03-15,800.0421752929688,802.2664558425541,790.391577913411,802.2664558425541,1379660
2021-03-16,795.7122802734375,808.9274812513739,793.4808636599112,800.1347912377721,1689400
2021-03-17,782.10986328125,797.9961408102785,776.6108921746068,797.9961408102785,3143460
2021-03-18,770.013916015625,790.1515509893144,769.0039448272703,782.6872906930266,1927300
2021-03-19,781.876953125,788.7281414155685,763.7759103674713,769.9545580555716,3988320
2021-03-22,788.3978271484375,792.5303662591266,777.1312638809068,781.8840696755642,2175720
2021-03-23,792.8322143554688,796.0950110578849,784.5171825159016,787.7776004945936,2007160
2021-03-24,781.7462158203125,797.0359537189959,780.3750268157838,788.9656994019126,1511100
2021-03-25,768.5333251953125,788.2289212475969,765.9620414478865,780.6482204870613,2174080
2021-03-26,787.6231079101562,789.8426310579891,772.5210560776582,774.6598186592587,2531560
2021-03-30,815.819091796875,820.0276919273117,789.441020375537,789.441020375537,2978040
2021-03-31,815.82861328125,822.1878696284159,805.6742485448356,822.1878696284159,2206620
2021-04-01,811.9288940429688,816.93836978527,806.4370595806466,815.8286082268671,1663520
2021-04-05,802.2997436523438,815.1061526926871,794.8544551846965,815.1061526926871,1631140
2021-04-06,811.8599853515625,813.6802889433958,798.4713115799678,803.6993975486462,1283860
2021-04-07,827.4563598632812,849.133900318807,809.1651935658505,812.7297979427925,3569300
2021-04-08,840.7666015625,844.0508066659822,823.5115723288959,828.1788021688384,2360120
2021-04-09,836.1326293945312,848.3283457084591,831.7410413376804,837.021401786569,1478880
2021-04-12,831.8218383789062,837.4443867863565,824.1888043716441,825.8071486801067,1150640
2021-04-13,816.0020751953125,836.4914133329416,809.8828379380813,835.8759041166381,2210540
2021-04-15,802.06689453125,826.9882611577738,797.2832230414745,823.4236565838179,2366280
2021-04-16,819.9588012695312,823.8988958934176,801.4561605450333,806.5036380480298,1883800
2021-04-19,812.2521362304688,819.38372368686,805.6005868034963,817.5324965364257,1018760
2021-04-20,812.5230712890625,827.9388257817559,802.7513320793253,827.9388257817559,2073740
2021-04-22,798.0175170898438,817.0073321285605,786.6487845196532,817.0073321285605,4088620
2021-04-23,790.1871948242188,798.4381166071831,789.2033895682401,797.7584398616629,1372000
2021-04-26,801.8268432617188,802.9864999707678,791.99087965796,798.4261969567256,3047240
2021-04-27,797.4732055664062,804.6499298999654,796.0948804385364,803.1765718740255,893020
2021-04-28,790.5721435546875,799.9494192858399,789.4884900039013,797.2831024299946,1737520
2021-04-29,788.6009521484375,798.734082171079,787.5233617200348,797.0329091259046,1604140
2021-04-30,779.36376953125,791.7858961017107,776.7713226817663,788.4790417870897,1955660
2021-05-03,788.8017578125,792.0607794017695,777.6148945201169,781.7890484849875,1280960
2021-05-04,790.7059936523438,794.2135147427421,782.7447275262404,788.9689455885164,2115920
2021-05-05,790.8326416015625,793.7356550560125,786.4458047889796,791.396490977657,706440
2021-05-06,798.87744140625,801.371888465139,789.676127255182,789.676127255182,1406380
2021-05-07,800.9681396484375,802.7243209857584,796.3638948814564,802.2679215044856,753320
2021-05-10,802.2083129882812,805.2045433821431,796.6029518207908,804.2488109864373,953160
2021-05-11,806.1649169921875,809.9352876285825,798.53101749388,800.3779653563313,1201260
2021-05-12,798.891845703125,805.5580549631212,794.2135175677737,801.3934679236306,1211520
2021-05-14,823.083740234375,824.7968715007146,793.4966425996157,798.8487194753534,1931640
2021-05-17,814.1859741210938,826.7084355216042,812.4011510594253,822.8855063400014,1214060
2021-05-18,821.0027465820312,824.2689430542672,814.3794704023875,818.1164163661748,1108780
2021-05-19,833.8453979492188,834.5932304735496,821.3085281782235,821.3085281782235,1768740
2021-05-20,826.0083618164062,836.2490004949915,822.9810401632252,834.3542775896796,985060
2021-05-21,836.1271362304688,838.6550667507394,825.7646394284465,830.7870171729144,1345200
2021-05-24,829.5900268554688,840.4734406193127,826.7442964600988,831.4895332277308,1144120
2021-05-25,837.03515625,848.6329775460764,832.5408109146339,836.1224155306573,1439040
2021-05-26,838.2393798828125,841.8735427409821,829.9579802281455,837.0351478114794,916060
2021-05-27,848.0547485351562,855.380415676137,833.1739894993229,838.6551002858214,2393260
2021-05-28,836.71484375,851.2874265149943,836.2656776145625,849.1680623549014,1063240
2021-05-31,845.6103515625,847.9853320214077,832.2157511072437,836.6957456851312,1140460
2021-06-01,848.6185913085938,851.0796136491913,835.2694307338145,840.9966495449313,1155020
2021-06-02,843.6009521484375,851.2324601651226,836.748368248876,837.0398595851499,1485240
2021-06-03,850.5731201171875,853.2276924751726,839.1330315031588,843.4338272227079,1007980
2021-06-04,832.7677612304688,846.1288793682652,830.5313221072938,845.395338535851,4036440
2021-06-07,837.8212890625,840.5666279900005,829.2650809328034,835.0496418279154,988720
2021-06-08,835.4342651367188,841.6632666239741,831.6495442963732,837.7017376446189,948940
2021-06-09,838.9967041015625,842.2677420479185,833.3985188019843,834.3542510483169,837560
2021-06-10,838.9465942382812,844.6284298270394,835.7879059504905,837.4604374947025,841060
2021-06-11,838.0051879882812,841.4745008447508,829.8145553170341,841.4745008447508,979940
2021-06-14,839.9691162109375,842.4779131730239,832.3280421302153,834.4210979290579,730460
2021-06-15,845.0966796875,846.3009116619228,836.7913640595989,843.2425567797773,943920
2021-06-16,858.49609375,863.4324300140803,841.6680538341597,843.4433102245589,2339240
2021-06-17,862.9808959960938,869.2051143557907,855.3804207713222,856.0972200066053,1515740
2021-06-18,844.4204711914062,864.8875145376998,841.0443750381671,862.9784417129182,2953400
2021-06-21,843.3931274414062,846.3033158672089,836.8869846868217,842.5449033860114,803600
2021-06-22,833.233642578125,848.1144001818334,831.9648940613505,844.3894128698486,1410640
2021-06-23,832.1943359375,839.1329617885739,830.0535049127294,836.2633732163248,741680
2021-06-24,841.9881591796875,844.389448139437,827.7788168642148,832.2062535399352,1300900
2021-06-25,836.5859985351562,843.4337998306871,833.1596770565455,839.6228287473986,780000
2021-06-28,836.5595703125,842.0000806078332,834.0435982589325,836.6025619288196,809000
2021-06-29,841.008544921875,848.2123532648887,835.7710926401651,840.5664954326419,1421920
2021-06-30,842.6213989257812,847.9734764299006,839.8497519445198,842.9558818948125,1031340
2021-07-01,843.252197265625,847.0177850127219,839.5869427474254,842.4780564047553,534000
2021-07-02,841.139892578125,844.8672715210827,835.5966574406802,844.8194965773554,614460
2021-07-05,843.0204467773438,846.3965432936437,837.3792109317112,841.288181898153,686440
2021-07-06,834.8369140625,842.8531300755026,832.2994169072937,842.7432301987116,1251020
2021-07-07,846.633056640625,850.6017607471548,829.5876081279348,831.48711443823,1090380
2021-07-08,841.9474487304688,845.81576052881,838.0863119230978,841.8088489048986,597360
2021-07-09,842.7647094726562,844.8673321469154,838.6550723517175,838.8963970847848,538820
2021-07-12,843.0227661132812,848.4680600272474,839.6872698412606,848.4656683632538,666020
2021-07-13,845.43603515625,847.4001164804148,841.0970312615261,847.2567332937562,500080
2021-07-14,838.1629028320312,845.4360118581999,837.2215204876326,845.4360118581999,1017220
2021-07-15,842.0885009765625,843.8064156051572,833.8763440525028,837.4603398005794,556780
2021-07-16,843.6343994140625,846.5398043301625,838.0792059478823,843.6726077024566,733700
2021-07-19,848.3294067382812,852.7520598499312,838.6550098271949,838.6550098271949,1028040
2021-07-20,853.2825317382812,855.7148540019599,845.8708234096608,848.2099874448076,891880
2021-07-22,859.9105834960938,862.3787808654569,845.8230985107189,853.2825822269706,2266340
2021-07-23,867.037841796875,870.8631621281446,854.5320653932696,856.830629254583,1504620
2021-07-26,865.002197265625,869.1309675589929,860.6750938650155,863.5925155392721,1069900
2021-07-27,870.9635620117188,881.615216493635,858.8448842079749,860.7324320487517,2783140
2021-07-28,861.236572265625,876.1197213158804,855.4280958074838,876.1197213158804,1752740
2021-07-29,856.0852661132812,869.7164099747318,849.6460312830072,857.7697559915624,2710720
